path,split,cluster_id,n_chains,chain_clusters,component_size
DIPS-Plus/final/raw/a3/4a3g.pdb1_14.dill,train,component_5c83bf74bad8,2,f11473|B;f13771|I,407
DIPS-Plus/final/raw/wx/3wxr.pdb1_10.dill,train,component_434b4b95b4fb,2,f29073|G;f4169|M,5298
DIPS-Plus/final/raw/nf/1nf4.pdb3_11.dill,train,component_34e475982e70,2,f21297|P,468
DIPS-Plus/final/raw/lu/3lub.pdb2_1.dill,train,component_b4b283ee43a5,2,f18925|F,12
DIPS-Plus/final/raw/r5/1r56.pdb1_5.dill,train,component_9b4e98158cfe,2,f28976|C,42
DIPS-Plus/final/raw/e4/2e4a.pdb3_2.dill,train,component_398a2e8f6816,2,f36483|A,43
DIPS-Plus/final/raw/ma/1maw.pdb3_0.dill,train,component_654984d9942a,2,f40792|B,18
DIPS-Plus/final/raw/ht/1hto.pdb1_11.dill,train,component_8e4f5fa9fcad,2,f13290|A,180
DIPS-Plus/final/raw/ht/1hte.pdb1_0.dill,train,component_3fd789c4cddc,2,f956|A,233
DIPS-Plus/final/raw/zc/2zcy.pdb1_4.dill,train,component_434b4b95b4fb,2,f2795|A;f4169|M,5298
DIPS-Plus/final/raw/o4/4o4j.pdb1_5.dill,train,component_f1033560f5a9,2,f3096|A;f32567|F,49
DIPS-Plus/final/raw/qz/4qz4.pdb1_8.dill,train,component_434b4b95b4fb,2,f2795|A,5298
DIPS-Plus/final/raw/qg/3qgk.pdb1_11.dill,train,component_0a11b8cea135,2,f4045|C,68
DIPS-Plus/final/raw/yx/1yxd.pdb1_0.dill,train,component_1c812e6f73c7,2,f9038|A,31
DIPS-Plus/final/raw/vb/3vbs.pdb1_5.dill,train,component_43bde24ea006,2,f24752|4;f36726|C,157
DIPS-Plus/final/raw/y8/4y8j.pdb1_81.dill,train,component_434b4b95b4fb,2,f2795|A,5298
DIPS-Plus/final/raw/sq/1sqb.pdb1_7.dill,train,component_126d56e92e9e,2,f2314|A;f31105|K,292
DIPS-Plus/final/raw/jt/4jtf.pdb1_4.dill,train,component_279e342b360e,2,f16650|B,59
DIPS-Plus/final/raw/hi/3hia.pdb1_1.dill,train,component_37ba5fa63a50,2,f12658|B,3
DIPS-Plus/final/raw/ni/3nip.pdb1_8.dill,train,component_ca98b9c20a85,2,f21414|A,33
DIPS-Plus/final/raw/p6/4p6y.pdb1_16.dill,train,component_7dab729107ae,2,f24066|A,18
DIPS-Plus/final/raw/qw/4qw5.pdb1_69.dill,train,component_434b4b95b4fb,2,f2795|A;f2797|I,5298
DIPS-Plus/final/raw/xl/4xlw.pdb2_0.dill,train,component_eb83ead5b9e7,2,f38265|C;f38267|H,8
DIPS-Plus/final/raw/ul/3ull.pdb1_0.dill,train,component_0cacd6837131,2,f7881|B,21
DIPS-Plus/final/raw/id/1id3.pdb1_15.dill,train,component_ac9b67d94fe0,2,f7890|H;f7893|G,540
DIPS-Plus/final/raw/qr/1qr7.pdb1_5.dill,train,component_2248216eb295,2,f22926|D,34
DIPS-Plus/final/raw/o9/3o99.pdb1_0.dill,train,component_3fd789c4cddc,2,f956|A,233
DIPS-Plus/final/raw/re/3rel.pdb1_12.dill,train,component_ac9b67d94fe0,2,f19329|D;f7890|H,540
DIPS-Plus/final/raw/xj/2xjo.pdb1_22.dill,train,component_614b434b39fd,2,f33438|G,199
DIPS-Plus/final/raw/gq/1gqm.pdb1_8.dill,train,component_25ff2e76c131,2,f10593|L,56
DIPS-Plus/final/raw/bc/1bcc.pdb1_11.dill,train,component_126d56e92e9e,2,f2317|F;f9614|M,292
DIPS-Plus/final/raw/f9/1f9q.pdb1_3.dill,train,component_25e867612f69,2,f20681|B,19
DIPS-Plus/final/raw/g7/2g7u.pdb4_3.dill,train,component_6ff082608120,2,f10069|A,16
DIPS-Plus/final/raw/qv/4qvy.pdb1_55.dill,train,component_434b4b95b4fb,2,f2795|A,5298
DIPS-Plus/final/raw/jd/2jd7.pdb2_3.dill,train,component_13909753b42e,2,f3175|A,203
DIPS-Plus/final/raw/cg/5cgg.pdb1_38.dill,train,component_434b4b95b4fb,2,f2797|I;f2804|L,5298
DIPS-Plus/final/raw/nv/2nvq.pdb1_11.dill,train,component_5c83bf74bad8,2,f11473|B;f3532|J,407
DIPS-Plus/final/raw/mi/3mi0.pdb1_62.dill,train,component_227343122cc0,2,f19832|R,238
DIPS-Plus/final/raw/fl/4fl8.pdb1_0.dill,train,component_3fd789c4cddc,2,f956|A,233
DIPS-Plus/final/raw/lq/4lqi.pdb1_27.dill,train,component_434b4b95b4fb,2,f2796|H;f29073|G,5298
DIPS-Plus/final/raw/el/2el2.pdb2_0.dill,train,component_2182888097fe,2,f6427|A,39
DIPS-Plus/final/raw/oc/1occ.pdb1_61.dill,train,component_37ee44355407,2,f1404|U;f19268|B,252
DIPS-Plus/final/raw/s6/3s6l.pdb1_0.dill,train,component_453aa5a71a37,2,f30819|A,3
DIPS-Plus/final/raw/ah/4aho.pdb1_1.dill,train,component_80b1933fae7b,2,f36770|A,73
DIPS-Plus/final/raw/gi/4gip.pdb1_0.dill,train,component_a0a6c8006aa8,2,f2108|B,13
DIPS-Plus/final/raw/nz/3nz2.pdb2_6.dill,train,component_c58b65bc29fb,2,f17652|A,38
DIPS-Plus/final/raw/qv/1qvf.pdb1_4.dill,train,component_0f6f2e7da074,2,f3898|A;f3898|Z,27
DIPS-Plus/final/raw/w9/3w97.pdb1_6.dill,train,component_ac9b67d94fe0,2,f19329|D;f7890|H,540
DIPS-Plus/final/raw/qv/4qvl.pdb1_44.dill,train,component_434b4b95b4fb,2,f2797|I;f2801|K,5298
DIPS-Plus/final/raw/is/3is8.pdb1_43.dill,train,component_34e475982e70,2,f21297|P,468
DIPS-Plus/final/raw/w6/3w6g.pdb1_11.dill,train,component_96118546a2e5,2,f136|F,129
DIPS-Plus/final/raw/jj/4jjt.pdb1_1.dill,train,component_ea7e389da53b,2,f3826|A,24
DIPS-Plus/final/raw/iz/4izn.pdb1_5.dill,train,component_7dc74917b25c,2,f17358|D,139
DIPS-Plus/final/raw/ga/3gac.pdb1_1.dill,train,component_b50174601417,2,f10271|C,24
DIPS-Plus/final/raw/lw/3lw5.pdb1_26.dill,train,component_453d087213d5,2,f18981|F;f38182|A,73
DIPS-Plus/final/raw/z8/2z8y.pdb1_3.dill,train,component_6c61d2cae9b2,2,f13662|A;f13663|M,23
DIPS-Plus/final/raw/hl/2hln.pdb1_2.dill,train,component_94b837ffbcc7,2,f24449|1,44
DIPS-Plus/final/raw/z1/4z1y.pdb1_0.dill,train,component_635a78a87c29,2,f26912|B,25
DIPS-Plus/final/raw/n6/1n6f.pdb1_6.dill,train,component_b98210390328,2,f16968|A,36
DIPS-Plus/final/raw/qz/4qzx.pdb1_49.dill,train,component_434b4b95b4fb,2,f2796|H;f4169|M,5298
DIPS-Plus/final/raw/vb/1vbd.pdb1_4.dill,train,component_43bde24ea006,2,f1074|2;f36726|C,157
DIPS-Plus/final/raw/n8/3n86.pdb1_14.dill,train,component_97564c009426,2,f5017|H,166
DIPS-Plus/final/raw/rg/1rg5.pdb1_2.dill,train,component_83d04836fea7,2,f5266|M,147
DIPS-Plus/final/raw/qz/4qz6.pdb1_77.dill,train,component_434b4b95b4fb,2,f2795|A;f29073|G,5298
DIPS-Plus/final/raw/e7/4e79.pdb1_1.dill,train,component_30a5eed3b2c3,2,f7174|B,93
DIPS-Plus/final/raw/r0/3r0p.pdb3_0.dill,train,component_9b9e11ff6466,2,f21654|E,58
DIPS-Plus/final/raw/iw/1iw7.pdb2_7.dill,train,component_68a1d5712cb4,2,f10086|P;f380|C,107
DIPS-Plus/final/raw/gd/3gdv.pdb1_0.dill,train,component_af1cb46ba5e0,2,f25178|A,36
DIPS-Plus/final/raw/rg/1rgn.pdb1_1.dill,train,component_83d04836fea7,2,f5266|M;f6540|H,147
DIPS-Plus/final/raw/ga/1gav.pdb1_119.dill,train,component_eec1106aefa3,2,f1310|A,112
DIPS-Plus/final/raw/hi/4hi2.pdb1_1.dill,train,component_11c3bc574755,2,f12671|B,27
DIPS-Plus/final/raw/vh/2vhw.pdb1_3.dill,train,component_05d958fc5157,2,f35027|F,26
DIPS-Plus/final/raw/fj/4fj1.pdb1_0.dill,train,component_71c3501043a3,2,f9776|A,99
DIPS-Plus/final/raw/un/3une.pdb2_61.dill,train,component_434b4b95b4fb,2,f2797|I;f2804|L,5298
DIPS-Plus/final/raw/gp/4gpk.pdb2_4.dill,train,component_45163438db0a,2,f11229|J,12
DIPS-Plus/final/raw/w0/2w0p.pdb1_0.dill,train,component_d0ba67580b75,2,f14882|B,2
DIPS-Plus/final/raw/wx/3wxr.pdb1_3.dill,train,component_434b4b95b4fb,2,f2795|A;f2804|L,5298
DIPS-Plus/final/raw/y3/2y3q.pdb1_15.dill,train,component_34e475982e70,2,f21297|P,468
DIPS-Plus/final/raw/ql/4qlt.pdb1_73.dill,train,component_434b4b95b4fb,2,f2795|A;f2801|K,5298
DIPS-Plus/final/raw/ok/3okj.pdb1_5.dill,train,component_434b4b95b4fb,2,f29073|G;f4169|M,5298
DIPS-Plus/final/raw/g1/3g14.pdb1_0.dill,train,component_1d7a01d09941,2,f9882|B,1
DIPS-Plus/final/raw/gx/2gxf.pdb1_0.dill,train,component_e6b1156ce58b,2,f11672|A,2
DIPS-Plus/final/raw/hr/3hrq.pdb1_0.dill,train,component_ff6c43e73e5f,2,f13133|B,2
DIPS-Plus/final/raw/h1/3h1k.pdb1_45.dill,train,component_126d56e92e9e,2,f2180|E;f9614|M,292
DIPS-Plus/final/raw/pv/3pv3.pdb1_1.dill,train,component_af1cb46ba5e0,2,f25178|A,36
DIPS-Plus/final/raw/gc/1gc0.pdb1_1.dill,train,component_043364425f5e,2,f4845|A,71
DIPS-Plus/final/raw/k1/4k1f.pdb1_6.dill,train,component_bac24c35451f,2,f16912|A,109
DIPS-Plus/final/raw/ty/1tyf.pdb1_26.dill,train,component_1ec8d5ee7899,2,f31896|E,232
DIPS-Plus/final/raw/w8/2w8h.pdb1_0.dill,train,component_bcaa2e860fa0,2,f36029|A,16
DIPS-Plus/final/raw/r5/2r5i.pdb1_7.dill,train,component_ed86aa3e0976,2,f28983|A,25
DIPS-Plus/final/raw/aj/4ajp.pdb1_0.dill,train,component_bd21bbc9c2d7,2,f1048|D,197
DIPS-Plus/final/raw/ac/2ac7.pdb1_0.dill,train,component_dab9bbfc1f61,2,f22889|A,83
DIPS-Plus/final/raw/e4/3e47.pdb1_77.dill,train,component_434b4b95b4fb,2,f2795|A;f29082|K,5298
DIPS-Plus/final/raw/vu/2vum.pdb1_8.dill,train,component_5c83bf74bad8,2,f11473|A;f210|K,407
DIPS-Plus/final/raw/hy/3hy2.pdb1_3.dill,train,component_bac24c35451f,2,f13513|X;f16912|A,109
DIPS-Plus/final/raw/q5/1q5q.pdb2_0.dill,train,component_227343122cc0,2,f19841|F,238
DIPS-Plus/final/raw/iw/3iwp.pdb2_1.dill,train,component_5818656732fd,2,f15166|A,21
DIPS-Plus/final/raw/yk/1ykp.pdb1_6.dill,train,component_fbbd8ff1594b,2,f3131|B,134
DIPS-Plus/final/raw/ta/3tat.pdb1_0.dill,train,component_4fff0ea7408a,2,f19513|A,29
DIPS-Plus/final/raw/oy/2oyo.pdb1_0.dill,train,component_7e5117f4f5ca,2,f25011|D,19
DIPS-Plus/final/raw/i3/1i3q.pdb1_5.dill,train,component_5c83bf74bad8,2,f11473|A;f13771|I,407
DIPS-Plus/final/raw/jr/3jrm.pdb1_40.dill,train,component_434b4b95b4fb,2,f16440|R;f2795|A,5298
DIPS-Plus/final/raw/hb/4hbj.pdb1_2.dill,train,component_83d04836fea7,2,f5266|M,147
DIPS-Plus/final/raw/qo/1qox.pdb2_4.dill,train,component_60e50b43a481,2,f6817|B,29
DIPS-Plus/final/raw/w8/2w8g.pdb1_0.dill,train,component_b41a5248b4e1,2,f30963|C,270
DIPS-Plus/final/raw/tz/1tzk.pdb1_2.dill,train,component_8a34fddca011,2,f8381|C,44
DIPS-Plus/final/raw/q0/1q0g.pdb2_7.dill,train,component_6cd3e9a70f54,2,f10012|A,54
DIPS-Plus/final/raw/dm/1dm0.pdb1_1.dill,train,component_d4b18a678d13,2,f10247|A;f10247|B,73
DIPS-Plus/final/raw/i2/1i2z.pdb1_0.dill,train,component_df3872073053,2,f2927|A,228
DIPS-Plus/final/raw/bk/2bk6.pdb1_7.dill,train,component_614b434b39fd,2,f33438|G,199
DIPS-Plus/final/raw/ra/1raf.pdb1_0.dill,train,component_682cfaf7b9cd,2,f19|A;f977|B,88
DIPS-Plus/final/raw/wh/4who.pdb1_13.dill,train,component_fbbd8ff1594b,2,f3131|B,134
DIPS-Plus/final/raw/p9/3p93.pdb2_0.dill,train,component_948c92b4075f,2,f31682|A,90
DIPS-Plus/final/raw/qw/4qwi.pdb1_91.dill,train,component_434b4b95b4fb,2,f2796|H;f4169|M,5298
DIPS-Plus/final/raw/e1/3e1n.pdb1_3.dill,train,component_34e475982e70,2,f21297|P,468
DIPS-Plus/final/raw/qg/3qgk.pdb1_18.dill,train,component_0a11b8cea135,2,f4045|C;f7217|A,68
DIPS-Plus/final/raw/ih/4ihb.pdb8_1.dill,train,component_180307c0bcbf,2,f14348|D,6
DIPS-Plus/final/raw/lf/4lf8.pdb1_1.dill,train,component_2769bc9bd428,2,f1361|H;f6309|B,66
DIPS-Plus/final/raw/y8/4y8u.pdb1_77.dill,train,component_434b4b95b4fb,2,f2795|A;f2801|K,5298
DIPS-Plus/final/raw/zw/2zw3.pdb1_0.dill,train,component_3f47f74e2c2a,2,f41926|A,6
DIPS-Plus/final/raw/q0/3q0g.pdb4_1.dill,train,component_293460b030da,2,f10820|B,39
DIPS-Plus/final/raw/bh/1bhn.pdb1_1.dill,train,component_ed40f3402ed5,2,f38315|A,207
DIPS-Plus/final/raw/x2/4x20.pdb1_3.dill,train,component_f1033560f5a9,2,f30438|E;f3096|A,49
DIPS-Plus/final/raw/f3/1f3x.pdb2_1.dill,train,component_f9e0ba46df49,2,f31508|A,100
DIPS-Plus/final/raw/gk/4gk7.pdb1_46.dill,train,component_434b4b95b4fb,2,f2796|H;f2804|L,5298
DIPS-Plus/final/raw/iu/2iu7.pdb1_16.dill,train,component_5793195ce137,2,f14976|A,125
DIPS-Plus/final/raw/yx/1yxj.pdb1_0.dill,train,component_abddf104bab5,2,f40745|B,7
DIPS-Plus/final/raw/li/1lia.pdb3_4.dill,train,component_2bafc3b54369,2,f18666|B;f34591|A,203
DIPS-Plus/final/raw/o9/3o9v.pdb2_0.dill,train,component_8882f1b79439,2,f371|B,62
DIPS-Plus/final/raw/uf/1ufq.pdb1_3.dill,train,component_cfeb00ed4710,2,f33339|A,16
DIPS-Plus/final/raw/r8/2r8e.pdb2_2.dill,train,component_a65200ab998f,2,f21077|C,59
DIPS-Plus/final/raw/nq/2nqq.pdb1_0.dill,train,component_262655327125,2,f31570|A,6
DIPS-Plus/final/raw/ef/2eft.pdb1_0.dill,train,component_7c7e4882f639,2,f37427|D,16
DIPS-Plus/final/raw/xj/4xjk.pdb2_3.dill,train,component_25ff2e76c131,2,f10593|L;f20266|A,56
DIPS-Plus/final/raw/rx/1rxq.pdb3_0.dill,train,component_4c42ac8a3d36,2,f30310|B,5
DIPS-Plus/final/raw/pg/3pg9.pdb2_3.dill,train,component_de54e493f859,2,f35406|A,19
DIPS-Plus/final/raw/zs/1zs3.pdb1_5.dill,train,component_0f108330583e,2,f41880|A,18
DIPS-Plus/final/raw/y8/4y8j.pdb1_90.dill,train,component_434b4b95b4fb,2,f2795|A;f2796|H,5298
DIPS-Plus/final/raw/r6/2r6g.pdb1_0.dill,train,component_2007ca0101c7,2,f9906|1,117
DIPS-Plus/final/raw/xj/2xjo.pdb1_2.dill,train,component_614b434b39fd,2,f33438|G,199
DIPS-Plus/final/raw/ql/4qlq.pdb1_5.dill,train,component_434b4b95b4fb,2,f2795|A,5298
DIPS-Plus/final/raw/vu/2vum.pdb1_10.dill,train,component_5c83bf74bad8,2,f11473|B;f11474|C,407
DIPS-Plus/final/raw/x1/3x1v.pdb1_20.dill,train,component_ac9b67d94fe0,2,f19329|D;f7892|E,540
DIPS-Plus/final/raw/tt/4ttg.pdb1_0.dill,train,component_1dbb8bb845fd,2,f22658|A,94
DIPS-Plus/final/raw/t6/3t6e.pdb1_2.dill,train,component_83d04836fea7,2,f31683|C;f5266|M,147
DIPS-Plus/final/raw/i8/2i8a.pdb1_5.dill,train,component_302a40209e0a,2,f19434|A,136
DIPS-Plus/final/raw/un/3une.pdb2_39.dill,train,component_434b4b95b4fb,2,f2795|A;f2801|K,5298
DIPS-Plus/final/raw/tm/2tmg.pdb1_0.dill,train,component_f1dd75cd53d2,2,f7991|A,78
DIPS-Plus/final/raw/nu/2nuu.pdb3_22.dill,train,component_6a6120c768fa,2,f15800|C;f21774|D,175
DIPS-Plus/final/raw/z9/1z94.pdb1_1.dill,train,component_586dd63d513d,2,f41176|B,5
DIPS-Plus/final/raw/et/1etq.pdb2_0.dill,train,component_f95c60f60512,2,f14392|B,11
DIPS-Plus/final/raw/i0/4i0u.pdb1_6.dill,train,component_ad983fa269a7,2,f13677|B,20
DIPS-Plus/final/raw/lu/4lu0.pdb1_1.dill,train,component_279e342b360e,2,f16650|B,59
DIPS-Plus/final/raw/y7/4y77.pdb1_96.dill,train,component_434b4b95b4fb,2,f2801|K;f2804|L,5298
DIPS-Plus/final/raw/um/1um9.pdb1_1.dill,train,component_a73eef4c5379,2,f2879|E,38
DIPS-Plus/final/raw/ku/3ku4.pdb2_0.dill,train,component_e28fafff9cca,2,f17764|B,12
DIPS-Plus/final/raw/lf/4lfm.pdb1_1.dill,train,component_0faf96f0d494,2,f18504|A,16
DIPS-Plus/final/raw/d6/3d6x.pdb1_5.dill,train,component_daeaa15c9da4,2,f2037|A,68
DIPS-Plus/final/raw/za/4zad.pdb1_0.dill,train,component_1b4d8e031ff3,2,f41251|A,3
DIPS-Plus/final/raw/dg/1dgf.pdb1_3.dill,train,component_a11e21e9d011,2,f10539|A,208
DIPS-Plus/final/raw/sh/3sh1.pdb2_3.dill,train,component_b41a5248b4e1,2,f30963|C,270
DIPS-Plus/final/raw/te/1tei.pdb1_5.dill,train,component_b4de1901de2f,2,f1702|A,48
DIPS-Plus/final/raw/uc/4uc5.pdb1_5.dill,train,component_2248216eb295,2,f22926|D,34
DIPS-Plus/final/raw/mi/4mim.pdb1_3.dill,train,component_68d9fba6bb24,2,f12198|A,41
DIPS-Plus/final/raw/d3/3d3e.pdb1_0.dill,train,component_d0046547e456,2,f14495|B,32
DIPS-Plus/final/raw/v6/2v6a.pdb1_23.dill,train,component_26289733d6da,2,f29327|B,423
DIPS-Plus/final/raw/d1/4d1g.pdb1_0.dill,train,component_16bab86b0e10,2,f5097|A,27
DIPS-Plus/final/raw/n7/4n78.pdb1_7.dill,train,component_adf9953f1517,2,f20826|E;f24179|D,16
DIPS-Plus/final/raw/j5/2j5i.pdb1_14.dill,train,component_d8f5fd979c61,2,f28738|A,45
DIPS-Plus/final/raw/q0/3q09.pdb1_2.dill,train,component_ca3fd3609752,2,f95|A,55
DIPS-Plus/final/raw/z4/2z4e.pdb1_7.dill,train,component_97c2cd7a1636,2,f10713|A;f10713|B,123
DIPS-Plus/final/raw/p9/3p93.pdb5_13.dill,train,component_948c92b4075f,2,f31682|A,90
DIPS-Plus/final/raw/yi/2yim.pdb1_0.dill,train,component_c36b2e8afea4,2,f40362|A,11
DIPS-Plus/final/raw/h7/4h73.pdb1_0.dill,train,component_a5ae5033bfd5,2,f2871|A,158
DIPS-Plus/final/raw/y5/1y5i.pdb1_0.dill,train,component_6a8529229944,2,f7498|A;f7498|B,30
DIPS-Plus/final/raw/je/4jeq.pdb6_0.dill,train,component_c881404517be,2,f34234|A,58
DIPS-Plus/final/raw/k4/3k4u.pdb1_4.dill,train,component_8973bedec9f8,2,f17027|E,18
DIPS-Plus/final/raw/to/3tos.pdb8_11.dill,train,component_00b2b89f271a,2,f32159|B,89
DIPS-Plus/final/raw/pp/2ppf.pdb1_0.dill,train,component_c550b88ac14c,2,f24927|B,60
DIPS-Plus/final/raw/qx/4qxj.pdb1_48.dill,train,component_434b4b95b4fb,2,f2796|H;f4169|M,5298
DIPS-Plus/final/raw/dn/4dng.pdb1_0.dill,train,component_a5ae5033bfd5,2,f2871|A,158
DIPS-Plus/final/raw/dd/4ddq.pdb3_0.dill,train,component_a19894bed208,2,f38171|C,58
DIPS-Plus/final/raw/yg/1yg6.pdb1_21.dill,train,component_1ec8d5ee7899,2,f31896|E,232
DIPS-Plus/final/raw/jn/4jnk.pdb1_1.dill,train,component_bd21bbc9c2d7,2,f1048|D,197
DIPS-Plus/final/raw/pv/3pv0.pdb1_2.dill,train,component_2007ca0101c7,2,f25135|F;f9906|1,117
DIPS-Plus/final/raw/gg/1ggh.pdb1_5.dill,train,component_a11e21e9d011,2,f10539|A,208
DIPS-Plus/final/raw/rc/4rc9.pdb1_0.dill,train,component_97564c009426,2,f5017|H,166
DIPS-Plus/final/raw/z6/2z69.pdb1_0.dill,train,component_f37c580d594f,2,f41051|B,1
DIPS-Plus/final/raw/vr/3vr8.pdb2_4.dill,train,component_c06dbf9cc75a,2,f35446|H;f40638|F,141
DIPS-Plus/final/raw/xk/4xk8.pdb2_22.dill,train,component_453d087213d5,2,f38182|A;f38192|H,73
DIPS-Plus/final/raw/d9/3d9w.pdb6_0.dill,train,component_8c0c8a09d396,2,f5476|C,3
DIPS-Plus/final/raw/xs/1xsi.pdb1_3.dill,train,component_8f3cf5b9b5d8,2,f38415|A,27
DIPS-Plus/final/raw/ai/1aig.pdb1_1.dill,train,component_83d04836fea7,2,f5266|M;f6540|H,147
DIPS-Plus/final/raw/hn/1hnx.pdb1_5.dill,train,component_f29742d67d58,2,f1362|N;f1365|C,80
DIPS-Plus/final/raw/nv/2nvy.pdb1_12.dill,train,component_5c83bf74bad8,2,f11473|B;f3532|J,407
DIPS-Plus/final/raw/iw/1iwp.pdb1_0.dill,train,component_2b192e9cc34f,2,f15139|A;f15139|B,32
DIPS-Plus/final/raw/ek/3ek2.pdb1_5.dill,train,component_df3872073053,2,f2927|A,228
DIPS-Plus/final/raw/a3/4a3l.pdb1_20.dill,train,component_5c83bf74bad8,2,f11474|C;f3532|J,407
DIPS-Plus/final/raw/k2/4k29.pdb2_2.dill,train,component_02e861d82ba8,2,f21453|B,18
DIPS-Plus/final/raw/gn/1gnh.pdb2_2.dill,train,component_d8e881717311,2,f11061|A,55
DIPS-Plus/final/raw/rb/4rb3.pdb1_0.dill,train,component_dcdcaeb578e5,2,f29355|C,2
DIPS-Plus/final/raw/k0/4k0k.pdb1_4.dill,train,component_f29742d67d58,2,f1362|N;f1365|C,80
DIPS-Plus/final/raw/vx/2vxi.pdb1_23.dill,train,component_34e475982e70,2,f21297|P,468
DIPS-Plus/final/raw/xj/2xjo.pdb1_21.dill,train,component_614b434b39fd,2,f33438|G,199
DIPS-Plus/final/raw/gv/3gvd.pdb1_8.dill,train,component_7742447ba0d3,2,f11604|I,25
DIPS-Plus/final/raw/qz/4qz6.pdb1_88.dill,train,component_434b4b95b4fb,2,f2801|K;f29082|K,5298
DIPS-Plus/final/raw/qo/1qox.pdb2_10.dill,train,component_60e50b43a481,2,f6817|B,29
DIPS-Plus/final/raw/s3/1s3b.pdb1_0.dill,train,component_9f50b4de2c3b,2,f2498|A,17
