path,split,cluster_id,n_chains,chain_clusters,component_size
data/DIPS-Plus/final/raw/gk/4gkv.pdb1_2.dill,train,component_00312b433d12,2,f16699|A,65
data/DIPS-Plus/final/raw/hj/2hjr.pdb5_0.dill,train,component_bd21bbc9c2d7,2,f1048|D,197
data/DIPS-Plus/final/raw/fm/4fmi.pdb2_3.dill,train,component_7c391b4877fe,2,f4670|D,115
data/DIPS-Plus/final/raw/l3/1l3i.pdb3_1.dill,train,component_3e21623173d9,2,f6780|D,39
data/DIPS-Plus/final/raw/yb/2ybv.pdb1_18.dill,train,component_26289733d6da,2,f29327|B;f34169|F,423
data/DIPS-Plus/final/raw/is/3is8.pdb1_28.dill,train,component_34e475982e70,2,f21297|P,468
data/DIPS-Plus/final/raw/m5/1m5q.pdb2_12.dill,train,component_b7a9679c0a27,2,f19277|W,28
data/DIPS-Plus/final/raw/ax/3axm.pdb1_38.dill,train,component_26289733d6da,2,f29327|B;f34169|F,423
data/DIPS-Plus/final/raw/po/4pog.pdb1_5.dill,train,component_a7353d5cffd6,2,f24888|A,33
data/DIPS-Plus/final/raw/nd/3nd6.pdb1_0.dill,train,component_40a8bd2c7c31,2,f21062|B,37
data/DIPS-Plus/final/raw/rz/4rz4.pdb1_19.dill,train,component_2ffc152ff289,2,f30521|E,70
data/DIPS-Plus/final/raw/qw/4qwi.pdb1_62.dill,train,component_434b4b95b4fb,2,f2795|A;f2797|I,5298
data/DIPS-Plus/final/raw/ti/3tio.pdb2_0.dill,train,component_5455df11f655,2,f28855|B,12
data/DIPS-Plus/final/raw/q5/1q5q.pdb2_27.dill,train,component_227343122cc0,2,f19832|R,238
data/DIPS-Plus/final/raw/zb/2zbc.pdb2_2.dill,train,component_4a470f1faddd,2,f4915|A,29
data/DIPS-Plus/final/raw/z1/4z1l.pdb1_24.dill,train,component_434b4b95b4fb,2,f2795|A;f4169|M,5298
data/DIPS-Plus/final/raw/jf/2jfc.pdb2_2.dill,train,component_c550b88ac14c,2,f24927|B,60
data/DIPS-Plus/final/raw/pz/3pzl.pdb1_2.dill,train,component_ca98b9c20a85,2,f21414|A,33
data/DIPS-Plus/final/raw/tt/4tt3.pdb1_20.dill,train,component_94adb57dc428,2,f22903|P;f32400|I,140
data/DIPS-Plus/final/raw/y8/4y8j.pdb1_104.dill,train,component_434b4b95b4fb,2,f2796|H;f4169|M,5298
data/DIPS-Plus/final/raw/qw/4qwl.pdb1_81.dill,train,component_434b4b95b4fb,2,f29073|G;f4169|M,5298
data/DIPS-Plus/final/raw/he/4hea.pdb2_35.dill,train,component_f12a7ad4c5c8,2,f12291|F;f12294|E,98
data/DIPS-Plus/final/raw/fy/3fyu.pdb1_4.dill,train,component_f30f5193da3c,2,f19384|A,61
data/DIPS-Plus/final/raw/zc/2zcy.pdb1_10.dill,train,component_434b4b95b4fb,2,f2795|A;f2796|H,5298
data/DIPS-Plus/final/raw/sb/1sb3.pdb1_8.dill,train,component_2d00407acdf9,2,f30859|A;f6829|A,94
data/DIPS-Plus/final/raw/v6/2v6a.pdb1_32.dill,train,component_26289733d6da,2,f29327|B;f34169|F,423
data/DIPS-Plus/final/raw/m5/1m5q.pdb2_27.dill,train,component_b7a9679c0a27,2,f19277|W,28
data/DIPS-Plus/final/raw/jv/3jv7.pdb1_3.dill,train,component_00312b433d12,2,f16699|A,65
data/DIPS-Plus/final/raw/we/1wek.pdb1_5.dill,train,component_027837dcdb5f,2,f36361|A,14
data/DIPS-Plus/final/raw/d3/3d3e.pdb1_0.dill,train,component_d0046547e456,2,f14495|B,32
data/DIPS-Plus/final/raw/vy/2vyv.pdb1_4.dill,train,component_33df824bc6ed,2,f6159|A,186
data/DIPS-Plus/final/raw/mv/4mvo.pdb1_0.dill,train,component_8d6cb58087eb,2,f20282|A,30
data/DIPS-Plus/final/raw/dh/3dhi.pdb3_0.dill,train,component_b228befea482,2,f29925|B;f5928|A,35
data/DIPS-Plus/final/raw/j0/2j0g.pdb2_0.dill,train,component_97c2cd7a1636,2,f10713|B,123
data/DIPS-Plus/final/raw/gl/2glm.pdb1_3.dill,train,component_daeaa15c9da4,2,f2037|A,68
data/DIPS-Plus/final/raw/y8/4y8q.pdb1_78.dill,train,component_434b4b95b4fb,2,f2795|A;f2804|L,5298
data/DIPS-Plus/final/raw/xu/2xul.pdb1_0.dill,train,component_6a6120c768fa,2,f15800|C,175
data/DIPS-Plus/final/raw/ix/4ixk.pdb1_9.dill,train,component_cd38d549f724,2,f14889|D,85
data/DIPS-Plus/final/raw/ao/1aon.pdb1_45.dill,train,component_99d8a06d10be,2,f24607|Z,184
data/DIPS-Plus/final/raw/ef/1ef1.pdb2_0.dill,train,component_ae4cf396782c,2,f41869|A;f7421|C,11
data/DIPS-Plus/final/raw/pk/2pkg.pdb2_0.dill,train,component_eced80a51f22,2,f24670|C;f6508|A,29
data/DIPS-Plus/final/raw/mm/4mmk.pdb2_4.dill,train,component_3a91453a0c33,2,f19254|F,68
data/DIPS-Plus/final/raw/k1/4k1f.pdb1_6.dill,train,component_bac24c35451f,2,f16912|A,109
data/DIPS-Plus/final/raw/wb/2wbb.pdb2_5.dill,train,component_0eed9e9060e3,2,f29504|A,46
data/DIPS-Plus/final/raw/ry/1ryp.pdb1_32.dill,train,component_434b4b95b4fb,2,f2795|A;f29082|K,5298
data/DIPS-Plus/final/raw/c4/1c41.pdb1_1.dill,train,component_cadf81625f43,2,f3575|A,95
data/DIPS-Plus/final/raw/qv/4qv7.pdb1_27.dill,train,component_434b4b95b4fb,2,f2796|H;f29073|G,5298
data/DIPS-Plus/final/raw/wj/2wju.pdb2_0.dill,train,component_f689707f4b8b,2,f34934|A,52
data/DIPS-Plus/final/raw/oa/2oa6.pdb1_0.dill,train,component_567e6a45db1f,2,f22598|D,24
data/DIPS-Plus/final/raw/ej/1ejt.pdb1_1.dill,train,component_0a11b8cea135,2,f4045|C;f7217|A,68
data/DIPS-Plus/final/raw/y7/4y7y.pdb1_85.dill,train,component_434b4b95b4fb,2,f29073|G;f4169|M,5298
data/DIPS-Plus/final/raw/hq/1hqq.pdb1_5.dill,train,component_1c20fc5dbb94,2,f2215|A,117
data/DIPS-Plus/final/raw/zw/4zwg.pdb3_0.dill,train,component_cbd647f8551e,2,f30343|B,53
data/DIPS-Plus/final/raw/bk/2bkk.pdb2_0.dill,train,component_2007ca0101c7,2,f10903|F;f22633|D,117
data/DIPS-Plus/final/raw/vy/3vyi.pdb2_1.dill,train,component_9d23e56c4456,2,f35681|F,3
data/DIPS-Plus/final/raw/aq/4aqy.pdb1_19.dill,train,component_f2debe2131e3,2,f1364|M;f9092|S,25
data/DIPS-Plus/final/raw/mp/3mph.pdb1_0.dill,train,component_1be94bb5551e,2,f20959|A,12
data/DIPS-Plus/final/raw/el/3elh.pdb2_1.dill,train,component_ed40f3402ed5,2,f38315|A,207
data/DIPS-Plus/final/raw/s1/3s1x.pdb1_4.dill,train,component_2ffc152ff289,2,f30521|E,70
data/DIPS-Plus/final/raw/en/4enw.pdb1_3.dill,train,component_a11e21e9d011,2,f10539|A,208
data/DIPS-Plus/final/raw/bw/5bwg.pdb1_1.dill,train,component_e35e5c49c369,2,f10732|C,84
data/DIPS-Plus/final/raw/h9/3h9u.pdb2_3.dill,train,component_2e9f288dcf28,2,f5935|A,73
data/DIPS-Plus/final/raw/hx/4hxg.pdb2_7.dill,train,component_34d4a22a28be,2,f13475|F,18
data/DIPS-Plus/final/raw/x4/3x43.pdb2_5.dill,train,component_5e47ad260b0c,2,f18054|B,24
data/DIPS-Plus/final/raw/vy/2vyx.pdb1_11.dill,train,component_4f43cac80945,2,f5728|A,32
data/DIPS-Plus/final/raw/wd/2wd8.pdb1_3.dill,train,component_05639143620e,2,f35729|A,109
data/DIPS-Plus/final/raw/vy/3vyg.pdb1_21.dill,train,component_d97ae9e83559,2,f5627|J;f913|A,213
data/DIPS-Plus/final/raw/db/3dby.pdb10_0.dill,train,component_eb6e21b56a5d,2,f5554|T,1
data/DIPS-Plus/final/raw/og/3og4.pdb1_0.dill,train,component_8fa0a9540011,2,f12561|B;f22966|B,4
data/DIPS-Plus/final/raw/e1/3e1o.pdb1_13.dill,train,component_34e475982e70,2,f21297|P,468
data/DIPS-Plus/final/raw/qw/4qws.pdb1_16.dill,train,component_434b4b95b4fb,2,f2795|A,5298
data/DIPS-Plus/final/raw/be/1be3.pdb2_3.dill,train,component_126d56e92e9e,2,f2180|E;f2314|A,292
data/DIPS-Plus/final/raw/um/1umn.pdb1_29.dill,train,component_614b434b39fd,2,f33438|G,199
data/DIPS-Plus/final/raw/yf/2yfj.pdb2_7.dill,train,component_cc2db7ce7b0d,2,f10306|A;f38348|B,188
data/DIPS-Plus/final/raw/dq/5dqt.pdb2_3.dill,train,component_4b0edd61ead8,2,f6291|J,19
data/DIPS-Plus/final/raw/y7/4y77.pdb1_41.dill,train,component_434b4b95b4fb,2,f2801|K;f29082|K,5298
data/DIPS-Plus/final/raw/vh/3vhh.pdb1_0.dill,train,component_d61f9329eedb,2,f326|A,27
data/DIPS-Plus/final/raw/cc/3cc7.pdb1_18.dill,train,component_1cc00e80d466,2,f3895|N;f3895|Q,28
data/DIPS-Plus/final/raw/z3/2z3g.pdb1_4.dill,train,component_70f17f293695,2,f40957|B,9
data/DIPS-Plus/final/raw/tr/3tr4.pdb1_11.dill,train,component_8fc540cc2cf9,2,f26571|A,82
data/DIPS-Plus/final/raw/gp/3gpw.pdb1_79.dill,train,component_434b4b95b4fb,2,f2795|A;f29082|K,5298
data/DIPS-Plus/final/raw/si/3sio.pdb1_4.dill,train,component_b41a5248b4e1,2,f30963|C,270
data/DIPS-Plus/final/raw/do/3doy.pdb1_5.dill,train,component_daeaa15c9da4,2,f2037|A,68
data/DIPS-Plus/final/raw/nz/3nz2.pdb6_0.dill,train,component_c58b65bc29fb,2,f17652|A,38
data/DIPS-Plus/final/raw/h1/3h1k.pdb1_46.dill,train,component_126d56e92e9e,2,f2317|F;f9614|M,292
data/DIPS-Plus/final/raw/l9/1l9t.pdb1_2.dill,train,component_c550b88ac14c,2,f24927|B,60
data/DIPS-Plus/final/raw/ps/4psh.pdb1_0.dill,train,component_8973bedec9f8,2,f17027|E,18
data/DIPS-Plus/final/raw/ul/1uli.pdb1_0.dill,train,component_cc2db7ce7b0d,2,f10306|A;f38348|B,188
data/DIPS-Plus/final/raw/zw/3zwo.pdb1_0.dill,train,component_163de7bead8a,2,f41944|B,14
data/DIPS-Plus/final/raw/cg/5cgi.pdb1_0.dill,train,component_434b4b95b4fb,2,f2795|A,5298
data/DIPS-Plus/final/raw/ac/3acz.pdb1_2.dill,train,component_043364425f5e,2,f4845|A,71
data/DIPS-Plus/final/raw/ft/2ft3.pdb3_0.dill,train,component_3407da42db4b,2,f9502|F,2
data/DIPS-Plus/final/raw/rc/4rc9.pdb1_14.dill,train,component_97564c009426,2,f5017|H,166
data/DIPS-Plus/final/raw/wl/4wlk.pdb1_0.dill,train,component_1170163f9108,2,f36703|A,1
data/DIPS-Plus/final/raw/qi/4qiw.pdb1_0.dill,train,component_5c83bf74bad8,2,f11473|B;f3529|A,407
data/DIPS-Plus/final/raw/ze/1zem.pdb3_4.dill,train,component_3fbe1534483e,2,f10389|A,59
data/DIPS-Plus/final/raw/yi/4yif.pdb1_0.dill,train,component_8869d9ad99e8,2,f40364|B,1
data/DIPS-Plus/final/raw/u1/1u1g.pdb1_9.dill,train,component_302a40209e0a,2,f19434|A,136
data/DIPS-Plus/final/raw/jb/2jb7.pdb1_1.dill,train,component_e5531970e177,2,f10931|A,30
data/DIPS-Plus/final/raw/ih/1ihy.pdb1_0.dill,train,component_33df824bc6ed,2,f6159|A,186
data/DIPS-Plus/final/raw/bd/3bdm.pdb1_52.dill,train,component_434b4b95b4fb,2,f2801|K;f2804|L,5298
data/DIPS-Plus/final/raw/wb/2wbb.pdb1_2.dill,train,component_0eed9e9060e3,2,f29504|A,46
data/DIPS-Plus/final/raw/ou/2oux.pdb1_0.dill,train,component_e41cc3c2182c,2,f40676|A,5
data/DIPS-Plus/final/raw/mg/3mg7.pdb1_45.dill,train,component_434b4b95b4fb,2,f29082|K,5298
data/DIPS-Plus/final/raw/l0/1l0n.pdb1_14.dill,train,component_126d56e92e9e,2,f2180|E;f9614|N,292
data/DIPS-Plus/final/raw/mi/3miu.pdb1_0.dill,train,component_4a53dcc11f8e,2,f5708|A,32
data/DIPS-Plus/final/raw/gq/1gqm.pdb1_8.dill,train,component_25ff2e76c131,2,f10593|L,56
data/DIPS-Plus/final/raw/to/3tos.pdb2_2.dill,train,component_00b2b89f271a,2,f32159|B,89
data/DIPS-Plus/final/raw/un/3unb.pdb1_21.dill,train,component_434b4b95b4fb,2,f2795|A;f2804|L,5298
data/DIPS-Plus/final/raw/jq/3jqo.pdb1_51.dill,train,component_3f95699cb5e0,2,f16329|J,88
data/DIPS-Plus/final/raw/z1/4z1l.pdb1_21.dill,train,component_434b4b95b4fb,2,f2795|A;f2804|L,5298
data/DIPS-Plus/final/raw/mn/3mnn.pdb1_2.dill,train,component_ac9b67d94fe0,2,f7893|G,540
data/DIPS-Plus/final/raw/o7/1o7y.pdb1_5.dill,train,component_d5b9cd7d3196,2,f22467|A,5
data/DIPS-Plus/final/raw/y8/4y8i.pdb1_77.dill,train,component_434b4b95b4fb,2,f2795|A;f29082|K,5298
data/DIPS-Plus/final/raw/ej/4ejd.pdb1_0.dill,train,component_3fd789c4cddc,2,f956|A,233
data/DIPS-Plus/final/raw/xy/2xyf.pdb1_0.dill,train,component_3fd789c4cddc,2,f956|A,233
data/DIPS-Plus/final/raw/eo/3eol.pdb1_0.dill,train,component_b287799376b7,2,f14270|C,7
data/DIPS-Plus/final/raw/sx/1sx4.pdb1_0.dill,train,component_99d8a06d10be,2,f24591|A,184
data/DIPS-Plus/final/raw/vp/1vpx.pdb2_20.dill,train,component_2ffc152ff289,2,f30521|E,70
data/DIPS-Plus/final/raw/np/1npb.pdb2_0.dill,train,component_c6bb5d7fa72f,2,f15906|B,19
data/DIPS-Plus/final/raw/sw/1swc.pdb1_0.dill,train,component_1c20fc5dbb94,2,f2215|A,117
data/DIPS-Plus/final/raw/aw/3awd.pdb1_1.dill,train,component_c7dda0295b0b,2,f18640|A,130
data/DIPS-Plus/final/raw/qf/4qfg.pdb2_0.dill,train,component_f7a9834b1263,2,f26272|B;f4122|A,54
data/DIPS-Plus/final/raw/x0/1x0l.pdb1_0.dill,train,component_2846ea4d9067,2,f35209|A,24
data/DIPS-Plus/final/raw/uk/3ukh.pdb1_1.dill,train,component_f59aef42fe61,2,f33358|A,30
data/DIPS-Plus/final/raw/n5/3n5i.pdb1_2.dill,train,component_d99565ce12eb,2,f20699|D,18
data/DIPS-Plus/final/raw/qm/2qmi.pdb1_11.dill,train,component_2519617e47eb,2,f26595|A,15
data/DIPS-Plus/final/raw/zx/2zxw.pdb1_7.dill,train,component_37ee44355407,2,f1409|W;f19268|A,252
data/DIPS-Plus/final/raw/be/4bem.pdb1_1.dill,train,component_e0c0fa47e971,2,f2377|J,84
data/DIPS-Plus/final/raw/ek/2ekq.pdb1_5.dill,train,component_71c3501043a3,2,f22849|A,99
data/DIPS-Plus/final/raw/y7/4y77.pdb1_83.dill,train,component_434b4b95b4fb,2,f2795|A;f4169|M,5298
data/DIPS-Plus/final/raw/gs/3gsd.pdb3_0.dill,train,component_219d0afffb21,2,f21035|A,39
data/DIPS-Plus/final/raw/mg/3mg8.pdb1_80.dill,train,component_434b4b95b4fb,2,f2797|I;f29082|K,5298
data/DIPS-Plus/final/raw/nq/1nqx.pdb1_3.dill,train,component_cadf81625f43,2,f3575|A,95
data/DIPS-Plus/final/raw/rq/4rqx.pdb1_1.dill,train,component_bac24c35451f,2,f16912|A,109
data/DIPS-Plus/final/raw/fa/2fak.pdb1_78.dill,train,component_434b4b95b4fb,2,f2795|A,5298
data/DIPS-Plus/final/raw/y8/4y8q.pdb1_41.dill,train,component_434b4b95b4fb,2,f2801|K;f29082|K,5298
data/DIPS-Plus/final/raw/un/3une.pdb1_0.dill,train,component_434b4b95b4fb,2,f2795|A,5298
data/DIPS-Plus/final/raw/a5/2a57.pdb2_9.dill,train,component_cadf81625f43,2,f3575|A,95
data/DIPS-Plus/final/raw/y8/4y80.pdb1_98.dill,train,component_434b4b95b4fb,2,f2801|K;f2804|L,5298
data/DIPS-Plus/final/raw/qv/4qv5.pdb1_60.dill,train,component_434b4b95b4fb,2,f2795|A,5298
data/DIPS-Plus/final/raw/w4/3w4j.pdb3_5.dill,train,component_398a2e8f6816,2,f36483|A,43
data/DIPS-Plus/final/raw/y8/4y8q.pdb1_30.dill,train,component_434b4b95b4fb,2,f2796|H;f2797|I,5298
data/DIPS-Plus/final/raw/gp/2gpc.pdb1_0.dill,train,component_572e19caf78d,2,f1061|B,90
data/DIPS-Plus/final/raw/s2/3s2f.pdb2_0.dill,train,component_00312b433d12,2,f16699|A,65
data/DIPS-Plus/final/raw/rd/2rd3.pdb1_0.dill,train,component_cce2231c1332,2,f25883|B,5
data/DIPS-Plus/final/raw/ym/4ymv.pdb1_3.dill,train,component_2007ca0101c7,2,f40493|B;f9906|1,117
data/DIPS-Plus/final/raw/b3/2b35.pdb2_1.dill,train,component_df3872073053,2,f2927|A,228
data/DIPS-Plus/final/raw/jb/4jby.pdb1_0.dill,train,component_c8f6097b730a,2,f24050|A,8
data/DIPS-Plus/final/raw/dv/2dvf.pdb1_0.dill,train,component_3846fef223eb,2,f34008|A,87
data/DIPS-Plus/final/raw/h5/2h5x.pdb1_5.dill,train,component_1b2b1089eef9,2,f3164|E,8
data/DIPS-Plus/final/raw/br/4brb.pdb2_1.dill,train,component_b85c58251d45,2,f34322|B,23
data/DIPS-Plus/final/raw/yt/4ytm.pdb2_2.dill,train,component_c06dbf9cc75a,2,f3009|A;f35446|H,141
data/DIPS-Plus/final/raw/qb/3qb9.pdb1_5.dill,train,component_34e475982e70,2,f21297|P,468
data/DIPS-Plus/final/raw/ax/3axm.pdb1_53.dill,train,component_26289733d6da,2,f34169|F,423
data/DIPS-Plus/final/raw/fw/2fw2.pdb1_9.dill,train,component_2162adf61c44,2,f9569|F,18
data/DIPS-Plus/final/raw/hr/4hrr.pdb1_2.dill,train,component_6a2eb0609064,2,f13212|B,35
data/DIPS-Plus/final/raw/ff/3ffs.pdb1_0.dill,train,component_ce16cf917946,2,f6278|A,19
data/DIPS-Plus/final/raw/qh/4qhr.pdb1_0.dill,train,component_21234ab3cb51,2,f30937|A,22
data/DIPS-Plus/final/raw/ab/3abf.pdb1_11.dill,train,component_4a463b6cc92f,2,f686|A,9
data/DIPS-Plus/final/raw/r6/4r67.pdb1_56.dill,train,component_434b4b95b4fb,2,f2796|H;f4169|M,5298
data/DIPS-Plus/final/raw/rc/1rco.pdb1_47.dill,train,component_26289733d6da,2,f29327|B;f34169|F,423
data/DIPS-Plus/final/raw/un/3une.pdb2_57.dill,train,component_434b4b95b4fb,2,f2797|I;f2801|K,5298
data/DIPS-Plus/final/raw/wg/3wgb.pdb1_0.dill,train,component_fa1949aee23a,2,f9205|D,24
data/DIPS-Plus/final/raw/du/2dub.pdb1_10.dill,train,component_293460b030da,2,f10820|B,39
data/DIPS-Plus/final/raw/be/1be3.pdb1_17.dill,train,component_126d56e92e9e,2,f2323|J;f9614|N,292
data/DIPS-Plus/final/raw/yc/1yce.pdb4_9.dill,train,component_e0c0fa47e971,2,f2377|J,84
data/DIPS-Plus/final/raw/oe/3oeh.pdb3_14.dill,train,component_94adb57dc428,2,f22903|P;f8518|B,140
data/DIPS-Plus/final/raw/ys/4ysy.pdb1_4.dill,train,component_c06dbf9cc75a,2,f35446|H;f40638|F,141
data/DIPS-Plus/final/raw/zl/3zla.pdb2_3.dill,train,component_07be6ab9dfe6,2,f41624|E,16
data/DIPS-Plus/final/raw/gg/1ggj.pdb1_3.dill,train,component_a11e21e9d011,2,f10539|A,208
data/DIPS-Plus/final/raw/or/2orw.pdb1_0.dill,train,component_6b6f874ec6e5,2,f34365|B,19
data/DIPS-Plus/final/raw/qj/4qje.pdb1_0.dill,train,component_a5ae5033bfd5,2,f2871|A,158
data/DIPS-Plus/final/raw/s2/3s2f.pdb2_4.dill,train,component_00312b433d12,2,f16699|A,65
data/DIPS-Plus/final/raw/fj/2fje.pdb1_0.dill,train,component_4951adb75355,2,f11733|I;f11733|J,11
data/DIPS-Plus/final/raw/od/1odk.pdb1_4.dill,train,component_dab9bbfc1f61,2,f22889|A,83
data/DIPS-Plus/final/raw/ya/1ya7.pdb1_40.dill,train,component_434b4b95b4fb,2,f16440|R;f2795|A,5298
data/DIPS-Plus/final/raw/ia/2ia2.pdb3_2.dill,train,component_6ff082608120,2,f10069|A,16
data/DIPS-Plus/final/raw/rc/1rco.pdb1_17.dill,train,component_26289733d6da,2,f34169|F,423
data/DIPS-Plus/final/raw/qz/4qz6.pdb1_36.dill,train,component_434b4b95b4fb,2,f2797|I;f29082|K,5298
data/DIPS-Plus/final/raw/jr/3jrm.pdb1_43.dill,train,component_434b4b95b4fb,2,f16443|I,5298
data/DIPS-Plus/final/raw/is/3is8.pdb1_66.dill,train,component_34e475982e70,2,f21297|P,468
data/DIPS-Plus/final/raw/ow/3ow1.pdb5_3.dill,train,component_948c92b4075f,2,f31682|A,90
data/DIPS-Plus/final/raw/fp/1fpy.pdb1_17.dill,train,component_8e4f5fa9fcad,2,f13290|A,180
data/DIPS-Plus/final/raw/ob/2oba.pdb1_1.dill,train,component_7bb45269bec2,2,f13744|I,23
data/DIPS-Plus/final/raw/fo/4fo8.pdb1_1.dill,train,component_945d72593f41,2,f9359|C,5
data/DIPS-Plus/final/raw/fn/4fnt.pdb1_5.dill,train,component_70823c8c0ef1,2,f9308|A,6
data/DIPS-Plus/final/raw/r6/2r6g.pdb1_5.dill,train,component_2007ca0101c7,2,f21253|C;f25140|G,117
data/DIPS-Plus/final/raw/ck/3cke.pdb2_2.dill,train,component_567e6a45db1f,2,f22598|D,24
data/DIPS-Plus/final/raw/un/3unb.pdb1_73.dill,train,component_434b4b95b4fb,2,f2795|A;f29073|G,5298
data/DIPS-Plus/final/raw/pj/4pj1.pdb1_69.dill,train,component_99d8a06d10be,2,f24607|Z,184
data/DIPS-Plus/final/raw/s3/1s3s.pdb1_5.dill,train,component_9534cf30313b,2,f17486|A,29
data/DIPS-Plus/final/raw/bo/5bou.pdb1_90.dill,train,component_434b4b95b4fb,2,f2796|H;f4169|M,5298
data/DIPS-Plus/final/raw/ld/4ld7.pdb2_2.dill,train,component_955ab4bb0bd8,2,f13847|A,26
data/DIPS-Plus/final/raw/wx/1wx0.pdb1_0.dill,train,component_2ffc152ff289,2,f30521|E,70
data/DIPS-Plus/final/raw/hc/3hcd.pdb3_0.dill,train,component_246359f9471e,2,f1154|B,13
data/DIPS-Plus/final/raw/t1/3t1y.pdb1_9.dill,train,component_ae35e83b72ed,2,f1363|R;f1368|F,62
data/DIPS-Plus/final/raw/jh/4jh2.pdb1_0.dill,train,component_c6bb5d7fa72f,2,f15906|B,19
data/DIPS-Plus/final/raw/sr/1sr9.pdb1_0.dill,train,component_fbaad6d69e71,2,f9069|B,5
data/DIPS-Plus/final/raw/cl/4cl3.pdb1_0.dill,train,component_bd21bbc9c2d7,2,f1048|D,197
data/DIPS-Plus/final/raw/wd/2wdr.pdb2_0.dill,train,component_c06dbf9cc75a,2,f3009|A;f40638|F,141
data/DIPS-Plus/final/raw/d9/1d9e.pdb1_1.dill,train,component_279e342b360e,2,f16650|B,59
data/DIPS-Plus/final/raw/ga/1gav.pdb1_95.dill,train,component_eec1106aefa3,2,f1310|A,112
data/DIPS-Plus/final/raw/un/3unb.pdb1_6.dill,train,component_434b4b95b4fb,2,f2795|A;f2796|H,5298
data/DIPS-Plus/final/raw/un/3une.pdb2_85.dill,train,component_434b4b95b4fb,2,f2795|A;f2796|H,5298
data/DIPS-Plus/final/raw/qu/2quv.pdb1_5.dill,train,component_6bcdabe0dbbf,2,f25902|A,53
data/DIPS-Plus/final/raw/un/3un4.pdb1_44.dill,train,component_434b4b95b4fb,2,f2797|I;f2801|K,5298
data/DIPS-Plus/final/raw/qz/4qz4.pdb1_82.dill,train,component_434b4b95b4fb,2,f2795|A;f2796|H,5298
data/DIPS-Plus/final/raw/dr/4dra.pdb1_0.dill,train,component_87b198b786d9,2,f6331|C,7
data/DIPS-Plus/final/raw/ol/4olp.pdb2_0.dill,train,component_ef38ed27fa63,2,f23257|B,2
data/DIPS-Plus/final/raw/b2/2b24.pdb1_4.dill,train,component_cc2db7ce7b0d,2,f38348|B,188
data/DIPS-Plus/final/raw/un/3un4.pdb1_22.dill,train,component_434b4b95b4fb,2,f2795|A;f29073|G,5298
